,Volcano Number,Volcano Name,Country,Primary Volcano Type,Activity Evidence,Last Known Eruption,Region,Latitude,Longitude,Elevation,Dominant Rock Type,Tectonic Setting
512,274030,Babuyan Claro,['Philippines'],Stratovolcano,Eruption Observed,94.0,Philippines and SE Asia,19.523,121.94,1080,Andesite / Basaltic Andesite,"['Subduction zone', 'Crustal thickness unknow']"
359,261150,Tandikat-Singgalang,['Indonesia'],Stratovolcano,Eruption Observed,94.0,Indonesia,-0.39,100.331,2854,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
529,282010,Submarine Volcano NNE of Iriomotejima,['Japan'],Submarine,Eruption Observed,94.0,"Japan, Taiwan, Marianas",24.57,123.93,-200,Rhyolite,"['Subduction zone', 'Oceanic crust']"
1345,371020,Reykjanes,['Iceland'],Crater rows,Eruption Observed,92.0,Iceland and Arctic Ocean,63.85,-22.566,140,Basalt / Picro-Basalt,"['Rift zone', 'Oceanic crust']"
1150,351100,Cumbal,['Colombia'],Stratovolcano,Eruption Observed,92.0,South America,0.95,-77.87,4764,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
71,221122,Manda-Inakir,"['Ethiopia', 'Djibouti']",Fissure vent,Eruption Observed,90.0,Africa and Red Sea,12.38,42.2,600,Basalt / Picro-Basalt,"['Rift zone', 'Intermediate crust']"
1180,353070,Pinta,['Ecuador'],Shield,Eruption Observed,90.0,South America,0.58,-90.75,780,Basalt / Picro-Basalt,"['Rift zone', 'Oceanic crust']"
862,311260,Kagamil,['United States'],Stratovolcano,Eruption Observed,89.0,Alaska,52.974,-169.72,893,,"['Subduction zone', 'Intermediate crust']"
887,312090,Aniakchak,['United States'],Caldera,Eruption Observed,87.0,Alaska,56.88,-158.17,1341,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
667,290050,Etorofu-Atosanupuri [Atosanupuri],"['Japan ', ' administered by Russia']",Stratovolcano,Eruption Observed,86.0,Kuril Islands,44.808,147.131,1206,Andesite / Basaltic Andesite,"['Subduction zone', 'Intermediate crust']"
1337,360120,Pelee,['France'],Stratovolcano,Eruption Observed,86.0,West Indies,14.809,-61.165,1394,Andesite / Basaltic Andesite,"['Subduction zone', 'Oceanic crust']"
239,243010,Unnamed,['Tonga'],Submarine,Eruption Observed,86.0,New Zealand to Fiji,-21.338,-175.65,-68,,"['Subduction zone', 'Oceanic crust']"
370,261270,Suoh,['Indonesia'],Caldera,Eruption Observed,85.0,Indonesia,-5.25,104.27,1000,,"['Subduction zone', 'Continental crust']"
515,275001,Hainan Volcanic Field,['China'],Pyroclastic cone,Eruption Observed,85.0,Philippines and SE Asia,19.905,110.229,196,Basalt / Picro-Basalt,"['Intraplate', 'Continental crust']"
696,290300,Kharimkotan,['Russia'],Stratovolcano,Eruption Observed,85.0,Kuril Islands,49.12,154.508,1145,Andesite / Basaltic Andesite,"['Subduction zone', 'Intermediate crust']"
1264,357050,Descabezado Grande,['Chile'],Stratovolcano,Eruption Observed,85.0,South America,-35.58,-70.75,3953,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
304,253030,Victory,['Papua New Guinea'],Stratovolcano,Eruption Observed,83.0,Melanesia and Australia,-9.2,149.07,1925,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
243,243050,Fonuafo'ou,['Tonga'],Submarine,Eruption Observed,82.0,New Zealand to Fiji,-20.32,-175.42,-17,Andesite / Basaltic Andesite,"['Subduction zone', 'Oceanic crust']"
660,285090,Shiretoko-Iozan,['Japan'],Stratovolcano,Eruption Observed,82.0,"Japan, Taiwan, Marianas",44.133,145.161,1562,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1151,351110,Chiles-Cerro Negro,"['Colombia', 'Ecuador']",Stratovolcano,Evidence Uncertain,82.0,South America,0.817,-77.938,4698,Dacite,"['Subduction zone', 'Continental crust']"
348,261050,"Telong, Bur ni",['Indonesia'],Stratovolcano,Eruption Observed,81.0,Indonesia,4.769,96.821,2617,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
856,311210,Yunaska,['United States'],Shield,Eruption Observed,81.0,Alaska,52.643,-170.629,550,Andesite / Basaltic Andesite,"['Subduction zone', 'Intermediate crust']"
1291,357130,Mocho-Choshuenco,['Chile'],Stratovolcano,Eruption Observed,81.0,South America,-39.927,-72.027,2422,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
181,231120,"Dhamar, Harras of",['Yemen'],Volcanic field,Eruption Observed,81.0,Middle East and Indian Ocean,14.57,44.67,3500,Basalt / Picro-Basalt,"['Intraplate', 'Continental crust']"
698,290320,Nemo Peak,['Russia'],Caldera,Eruption Observed,80.0,Kuril Islands,49.57,154.808,1018,Andesite / Basaltic Andesite,"['Subduction zone', 'Intermediate crust']"
377,263050,Salak,['Indonesia'],Stratovolcano,Eruption Observed,80.0,Indonesia,-6.72,106.73,2211,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
376,263040,Perbakti-Gagak,['Indonesia'],Stratovolcano,Eruption Observed,79.0,Indonesia,-6.75,106.7,1699,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
491,272080,Biliran,['Philippines'],Compound,Eruption Observed,79.0,Philippines and SE Asia,11.523,124.535,1301,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
578,283190,Zaozan,['Japan'],Complex,Eruption Observed,78.0,"Japan, Taiwan, Marianas",38.144,140.44,1841,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1141,351030,"Tolima, Nevado del",['Colombia'],Stratovolcano,Eruption Observed,75.0,South America,4.658,-75.33,5215,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
8,211020,Vesuvius,['Italy'],Stratovolcano,Eruption Observed,74.0,Mediterranean and Western Asia,40.821,14.426,1281,Phono-tephrite /  Tephri-phonolite,"['Subduction zone', 'Continental crust']"
306,253040,Waiowa,['Papua New Guinea'],Pyroclastic cone,Eruption Observed,74.0,Melanesia and Australia,-9.57,149.075,640,Trachyandesite / Basaltic Trachyandesite,"['Subduction zone', 'Continental crust']"
612,284110,Kita-Ioto,['Japan'],Stratovolcano,Eruption Observed,73.0,"Japan, Taiwan, Marianas",25.424,141.284,792,Basalt / Picro-Basalt,"['Subduction zone', 'Crustal thickness unknow']"
1127,345030,Miravalles,['Costa Rica'],Stratovolcano,Eruption Observed,72.0,México and Central America,10.748,-85.153,2028,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
21,212040,Santorini,['Greece'],Shield,Eruption Observed,68.0,Mediterranean and Western Asia,36.404,25.396,367,Dacite,"['Subduction zone', 'Continental crust']"
581,283210,Kurikomayama,['Japan'],Stratovolcano,Eruption Observed,68.0,"Japan, Taiwan, Marianas",38.961,140.788,1627,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
672,290080,Sashiusudake [Baransky],"['Japan ', ' administered by Russia']",Stratovolcano,Eruption Observed,67.0,Kuril Islands,45.1,148.019,1125,Andesite / Basaltic Andesite,"['Subduction zone', 'Intermediate crust']"
825,304030,Kunlun Volcanic Group,['China'],Pyroclastic cone,Eruption Observed,67.0,Kamchatka and Mainland Asia,35.52,80.2,5808,Trachyte / Trachydacite,"['Intraplate', 'Continental crust']"
387,263170,Cereme,['Indonesia'],Stratovolcano,Eruption Observed,67.0,Indonesia,-6.892,108.4,3078,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
743,300140,Maly Semyachik,['Russia'],Caldera,Eruption Observed,66.0,Kamchatka and Mainland Asia,54.135,159.674,1527,Basalt / Picro-Basalt,"['Subduction zone', 'Continental crust']"
701,290350,Karpinsky Group,['Russia'],Cone,Eruption Observed,66.0,Kuril Islands,50.148,155.373,1326,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
569,283140,Nikko-Shiranesan,['Japan'],Shield,Eruption Observed,66.0,"Japan, Taiwan, Marianas",36.799,139.376,2578,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
401,263290,Arjuno-Welirang,['Indonesia'],Stratovolcano,Eruption Observed,66.0,Indonesia,-7.733,112.575,3339,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1042,341060,Michoacan-Guanajuato,['Mexico'],Pyroclastic cone,Eruption Observed,66.0,México and Central America,19.85,-101.75,3860,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
697,290310,Tao-Rusyr Caldera,['Russia'],Stratovolcano,Eruption Observed,66.0,Kuril Islands,49.35,154.7,1325,Andesite / Basaltic Andesite,"['Subduction zone', 'Intermediate crust']"
484,271080,Camiguin,['Philippines'],Stratovolcano,Eruption Observed,65.0,Philippines and SE Asia,9.203,124.673,1552,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1034,341020,Barcena,['Mexico'],Pyroclastic cone,Eruption Observed,65.0,México and Central America,19.3,-110.82,332,Trachyte / Trachydacite,"['Rift zone', 'Oceanic crust']"
894,312140,Martin,['United States'],Stratovolcano,Eruption Dated,65.0,Alaska,58.172,-155.361,1863,Dacite,"['Subduction zone', 'Continental crust']"
1112,344080,"Pilas, Las",['Nicaragua'],Complex,Eruption Observed,64.0,México and Central America,12.495,-86.688,1088,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
614,284121,Kita-Fukutokutai,['Japan'],Submarine,Eruption Observed,64.0,"Japan, Taiwan, Marianas",24.417,141.417,-73,,"['Subduction zone', 'Crustal thickness unknow']"
301,253010,Lamington,['Papua New Guinea'],Stratovolcano,Eruption Observed,62.0,Melanesia and Australia,-8.95,148.15,1680,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
341,258010,Matthew Island,['France'],Stratovolcano,Eruption Observed,62.0,Melanesia and Australia,-22.33,171.32,177,Andesite / Basaltic Andesite,"['Subduction zone', 'Crustal thickness unknow']"
269,250010,St. Andrew Strait,['Papua New Guinea'],Complex,Eruption Observed,61.0,Melanesia and Australia,-2.38,147.35,270,Rhyolite,"['Subduction zone', 'Oceanic crust']"
690,290220,Rasshua,['Russia'],Stratovolcano,Eruption Observed,61.0,Kuril Islands,47.77,153.02,956,Andesite / Basaltic Andesite,"['Subduction zone', 'Oceanic crust']"
684,290180,Zavaritzki Caldera,['Russia'],Caldera,Eruption Observed,61.0,Kuril Islands,46.925,151.95,624,Andesite / Basaltic Andesite,"['Subduction zone', 'Oceanic crust']"
250,243100,Fonualei,['Tonga'],Stratovolcano,Eruption Observed,61.0,New Zealand to Fiji,-18.023,-174.317,188,Dacite,"['Subduction zone', 'Oceanic crust']"
144,223050,Visoke,"['DR Congo', 'Rwanda']",Stratovolcano,Eruption Observed,61.0,Africa and Red Sea,-1.458,29.485,3696,Trachyandesite / Basaltic Trachyandesite,"['Rift zone', 'Continental crust']"
378,263060,Gede-Pangrango,['Indonesia'],Stratovolcano,Eruption Observed,61.0,Indonesia,-6.77,106.965,3008,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1377,382010,Fayal,['Portugal'],Stratovolcano,Eruption Observed,60.0,Atlantic Ocean,38.6,-28.73,1043,Andesite / Basaltic Andesite,"['Rift zone', 'Oceanic crust']"
619,284134,Kasuga 1,['United States'],Submarine,Eruption Observed,59.0,"Japan, Taiwan, Marianas",21.765,143.71,-598,Andesite / Basaltic Andesite,"['Subduction zone', 'Crustal thickness unknow']"
1255,357020,San Jose,"['Chile', 'Argentina']",Stratovolcano,Eruption Observed,58.0,South America,-33.789,-69.895,6070,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1215,355070,San Pedro-San Pablo,['Chile'],Stratovolcano,Eruption Observed,58.0,South America,-21.888,-68.391,6142,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
687,290200,Ketoi,['Russia'],Stratovolcano,Eruption Observed,58.0,Kuril Islands,47.35,152.475,1172,Andesite / Basaltic Andesite,"['Subduction zone', 'Oceanic crust']"
274,251010,Bam,['Papua New Guinea'],Stratovolcano,Eruption Observed,58.0,Melanesia and Australia,-3.613,144.818,685,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1205,355020,Guallatiri,['Chile'],Stratovolcano,Eruption Observed,58.0,South America,-18.42,-69.092,6071,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1364,373060,Askja,['Iceland'],Stratovolcano,Eruption Observed,57.0,Iceland and Arctic Ocean,65.033,-16.783,1080,Basalt / Picro-Basalt,"['Rift zone', 'Oceanic crust']"
1400,386010,Tristan da Cunha,['United Kingdom'],Shield,Eruption Observed,56.0,Atlantic Ocean,-37.092,-12.28,2060,Trachybasalt / Tephrite Basanite,"['Rift zone', 'Oceanic crust']"
1433,390140,Protector Seamounts,['United Kingdom'],Submarine,Eruption Observed,56.0,Antarctica,-55.912,-28.167,-55,Rhyolite,"['Subduction zone', 'Oceanic crust']"
573,283150,Nasudake,['Japan'],Stratovolcano,Eruption Observed,55.0,"Japan, Taiwan, Marianas",37.125,139.963,1915,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
327,257010,Suretamatai,['Vanuatu'],Complex,Eruption Observed,52.0,Melanesia and Australia,-13.8,167.47,921,Andesite / Basaltic Andesite,"['Subduction zone', 'Intermediate crust']"
1088,343030,Izalco,['El Salvador'],Stratovolcano,Eruption Observed,52.0,México and Central America,13.813,-89.633,1950,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1265,357060,"Azul, Cerro",['Chile'],Stratovolcano,Eruption Observed,51.0,South America,-35.653,-70.761,3788,Dacite,"['Subduction zone', 'Continental crust']"
415,264040,Tambora,['Indonesia'],Stratovolcano,Eruption Observed,51.0,Indonesia,-8.25,118.0,2850,Trachybasalt / Tephrite Basanite,"['Subduction zone', 'Continental crust']"
623,284140,Farallon de Pajaros,['United States'],Stratovolcano,Eruption Observed,51.0,"Japan, Taiwan, Marianas",20.546,144.893,337,Andesite / Basaltic Andesite,"['Subduction zone', 'Crustal thickness unknow']"
425,264140,Kelimutu,['Indonesia'],Complex,Eruption Observed,50.0,Indonesia,-8.77,121.82,1639,Andesite / Basaltic Andesite,"['Subduction zone', 'Crustal thickness unknow']"
530,282020,Io-Torishima,['Japan'],Complex,Eruption Observed,50.0,"Japan, Taiwan, Marianas",27.881,128.223,212,Andesite / Basaltic Andesite,"['Subduction zone', 'Oceanic crust']"
1363,373050,Kverkfjoll,['Iceland'],Stratovolcano,Eruption Observed,50.0,Iceland and Arctic Ocean,64.653,-16.647,1930,Basalt / Picro-Basalt,"['Rift zone', 'Oceanic crust']"
440,265060,Nila,['Indonesia'],Stratovolcano,Eruption Observed,50.0,Indonesia,-6.73,129.5,781,Andesite / Basaltic Andesite,"['Subduction zone', 'Oceanic crust']"
422,264100,Ebulobo,['Indonesia'],Stratovolcano,Eruption Observed,49.0,Indonesia,-8.82,121.18,2124,Andesite / Basaltic Andesite,"['Subduction zone', 'Crustal thickness unknow']"
1017,334100,Southern EPR at 8°S,['Undersea Features'],Submarine,Eruption Observed,49.0,Hawaii and Pacific Ocean,-8.27,-107.95,-2800,Basalt / Picro-Basalt,"['Rift zone', 'Oceanic crust']"
423,264110,Iya,['Indonesia'],Stratovolcano,Eruption Observed,49.0,Indonesia,-8.897,121.645,637,Basalt / Picro-Basalt,"['Subduction zone', 'Crustal thickness unknow']"
602,284070,Myojinsho,['Japan'],Submarine,Eruption Observed,48.0,"Japan, Taiwan, Marianas",31.888,139.918,11,Dacite,"['Subduction zone', 'Oceanic crust']"
1420,390030,Deception Island,['Antarctica'],Caldera,Eruption Observed,48.0,Antarctica,-63.001,-60.652,602,Basalt / Picro-Basalt,"['Intraplate', 'Continental crust']"
1008,333030,Moua Pihaa,['France'],Submarine,Eruption Dated,48.0,Hawaii and Pacific Ocean,-18.325,-148.525,-312,Trachybasalt / Tephrite Basanite,"['Intraplate', 'Oceanic crust']"
583,283230,Akita-Komagatake,['Japan'],Stratovolcano,Eruption Observed,47.0,"Japan, Taiwan, Marianas",39.761,140.799,1637,Basalt / Picro-Basalt,"['Subduction zone', 'Continental crust']"
390,263210,Sundoro,['Indonesia'],Stratovolcano,Eruption Observed,47.0,Indonesia,-7.3,109.992,3136,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1389,383010,La Palma,['Spain'],Stratovolcano,Eruption Observed,47.0,Atlantic Ocean,28.57,-17.83,2426,Trachybasalt / Tephrite Basanite,"['Intraplate', 'Oceanic crust']"
1067,342080,Acatenango,['Guatemala'],Stratovolcano,Eruption Observed,46.0,México and Central America,14.501,-90.876,3976,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
271,250030,Central Bismarck Sea,['Papua New Guinea'],Submarine,Eruption Dated,46.0,Melanesia and Australia,-3.03,147.78,-1300,,"['Rift zone', 'Continental crust']"
1007,333020,Rocard,['France'],Submarine,Eruption Dated,46.0,Hawaii and Pacific Ocean,-17.662,-148.586,-2515,Trachyte / Trachydacite,"['Intraplate', 'Oceanic crust']"
682,290160,Unnamed,['Russia'],Submarine,Eruption Dated,46.0,Kuril Islands,46.47,151.28,-502,,"['Subduction zone', 'Oceanic crust']"
680,290120,Kolokol Group,['Russia'],Stratovolcano,Eruption Observed,45.0,Kuril Islands,46.042,150.083,1328,Andesite / Basaltic Andesite,"['Subduction zone', 'Intermediate crust']"
1354,372010,Vestmannaeyjar,['Iceland'],Submarine,Eruption Observed,45.0,Iceland and Arctic Ocean,63.416,-20.266,283,Basalt / Picro-Basalt,"['Rift zone', 'Oceanic crust']"
896,312160,Trident,['United States'],Stratovolcano,Eruption Observed,44.0,Alaska,58.236,-155.1,1864,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
848,311120,Great Sitkin,['United States'],Stratovolcano,Eruption Observed,44.0,Alaska,52.076,-176.13,1740,Andesite / Basaltic Andesite,"['Subduction zone', 'Intermediate crust']"
618,284133,Fukujin,['United States'],Submarine,Eruption Observed,44.0,"Japan, Taiwan, Marianas",21.93,143.47,-217,Andesite / Basaltic Andesite,"['Subduction zone', 'Crustal thickness unknow']"
582,283220,Chokaisan,['Japan'],Stratovolcano,Eruption Observed,44.0,"Japan, Taiwan, Marianas",39.099,140.049,2236,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
334,257070,Kuwae,['Vanuatu'],Caldera,Eruption Observed,44.0,Melanesia and Australia,-16.829,168.536,-2,Basalt / Picro-Basalt,"['Subduction zone', 'Intermediate crust']"
1425,390070,Southern Thule,['United Kingdom'],Stratovolcano,Eruption Observed,43.0,Antarctica,-59.442,-27.225,1075,Andesite / Basaltic Andesite,"['Subduction zone', 'Oceanic crust']"
616,284131,Minami-Hiyoshi,['Japan'],Submarine,Eruption Observed,43.0,"Japan, Taiwan, Marianas",23.5,141.935,-107,Trachyandesite / Basaltic Trachyandesite,"['Subduction zone', 'Crustal thickness unknow']"
1144,351060,Purace,['Colombia'],Stratovolcano,Eruption Observed,41.0,South America,2.32,-76.4,4650,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
892,312131,Ukinrek Maars,['United States'],Maar,Eruption Observed,41.0,Alaska,57.832,-156.51,91,Basalt / Picro-Basalt,"['Subduction zone', 'Continental crust']"
450,266110,Mahawu,['Indonesia'],Stratovolcano,Eruption Observed,41.0,Indonesia,1.352,124.865,1299,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
501,273070,Taal,['Philippines'],Caldera,Eruption Observed,41.0,Philippines and SE Asia,14.002,120.993,311,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1331,360060,Soufriere Guadeloupe,['France'],Stratovolcano,Eruption Observed,41.0,West Indies,16.044,-61.664,1467,Andesite / Basaltic Andesite,"['Subduction zone', 'Oceanic crust']"
577,283180,Azumayama,['Japan'],Stratovolcano,Eruption Observed,41.0,"Japan, Taiwan, Marianas",37.735,140.244,1949,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
